NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
KEGG_SPHINGOLIPID_METABOLISM	39		Rejected!	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	26		Rejected!	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	14		Rejected!	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	15		Rejected!	
KEGG_PYRUVATE_METABOLISM	40		Rejected!	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	16		Rejected!	
KEGG_PROPANOATE_METABOLISM	33		Rejected!	
KEGG_BUTANOATE_METABOLISM	34		Rejected!	
KEGG_ONE_CARBON_POOL_BY_FOLATE	17		Rejected!	
KEGG_RIBOFLAVIN_METABOLISM	16		Rejected!	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	24		Rejected!	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	16		Rejected!	
KEGG_FOLATE_BIOSYNTHESIS	11		Rejected!	
KEGG_RETINOL_METABOLISM	64		Rejected!	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	41		Rejected!	
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	15		Rejected!	
KEGG_LIMONENE_AND_PINENE_DEGRADATION	10		Rejected!	
KEGG_NITROGEN_METABOLISM	23		Rejected!	
KEGG_SULFUR_METABOLISM	13		Rejected!	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41		Rejected!	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	70	15		
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	72	19		
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	51		Rejected!	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	22		Rejected!	
KEGG_ABC_TRANSPORTERS	44		Rejected!	
KEGG_RIBOSOME	88	25		
KEGG_RNA_DEGRADATION	59		Rejected!	
KEGG_RNA_POLYMERASE	29		Rejected!	
KEGG_BASAL_TRANSCRIPTION_FACTORS	35		Rejected!	
KEGG_DNA_REPLICATION	36		Rejected!	
KEGG_SPLICEOSOME	127		Rejected!	
KEGG_PROTEASOME	46	19		
KEGG_PROTEIN_EXPORT	24		Rejected!	
KEGG_PPAR_SIGNALING_PATHWAY	69	15		
KEGG_BASE_EXCISION_REPAIR	35		Rejected!	
KEGG_NUCLEOTIDE_EXCISION_REPAIR	44		Rejected!	
KEGG_MISMATCH_REPAIR	23		Rejected!	
KEGG_HOMOLOGOUS_RECOMBINATION	28		Rejected!	
KEGG_NON_HOMOLOGOUS_END_JOINING	13		Rejected!	
KEGG_MAPK_SIGNALING_PATHWAY	267		Rejected!	
KEGG_ERBB_SIGNALING_PATHWAY	87		Rejected!	
KEGG_CALCIUM_SIGNALING_PATHWAY	178		Rejected!	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	265		Rejected!	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	189		Rejected!	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	76		Rejected!	
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	272		Rejected!	
KEGG_CELL_CYCLE	125		Rejected!	
KEGG_OOCYTE_MEIOSIS	113		Rejected!	
KEGG_P53_SIGNALING_PATHWAY	68		Rejected!	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	135		Rejected!	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	38		Rejected!	
KEGG_REGULATION_OF_AUTOPHAGY	35		Rejected!	
KEGG_LYSOSOME	121		Rejected!	
KEGG_ENDOCYTOSIS	181		Rejected!	
KEGG_PEROXISOME	78	24		
KEGG_MTOR_SIGNALING_PATHWAY	52		Rejected!	
KEGG_APOPTOSIS	87		Rejected!	
KEGG_CARDIAC_MUSCLE_CONTRACTION	79	23		
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	115		Rejected!	
KEGG_WNT_SIGNALING_PATHWAY	151		Rejected!	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	24		Rejected!	
KEGG_NOTCH_SIGNALING_PATHWAY	47		Rejected!	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	56		Rejected!	
KEGG_TGF_BETA_SIGNALING_PATHWAY	86		Rejected!	
KEGG_AXON_GUIDANCE	129		Rejected!	
KEGG_VEGF_SIGNALING_PATHWAY	76		Rejected!	
KEGG_FOCAL_ADHESION	199		Rejected!	
KEGG_ECM_RECEPTOR_INTERACTION	84		Rejected!	
KEGG_CELL_ADHESION_MOLECULES_CAMS	133		Rejected!	
KEGG_ADHERENS_JUNCTION	73		Rejected!	
KEGG_TIGHT_JUNCTION	132		Rejected!	
KEGG_GAP_JUNCTION	90		Rejected!	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	69		Rejected!	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	88	15		
KEGG_RENIN_ANGIOTENSIN_SYSTEM	17		Rejected!	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	102		Rejected!	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	62		Rejected!	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	71		Rejected!	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	55		Rejected!	
KEGG_JAK_STAT_SIGNALING_PATHWAY	155		Rejected!	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	87		Rejected!	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	137		Rejected!	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	108		Rejected!	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	75		Rejected!	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	79		Rejected!	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	96		Rejected!	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	116		Rejected!	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	48		Rejected!	
KEGG_CIRCADIAN_RHYTHM_MAMMAL	13		Rejected!	
KEGG_LONG_TERM_POTENTIATION	70		Rejected!	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126		Rejected!	
KEGG_LONG_TERM_DEPRESSION	70		Rejected!	
KEGG_OLFACTORY_TRANSDUCTION	389		Rejected!	
KEGG_TASTE_TRANSDUCTION	52		Rejected!	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213		Rejected!	
KEGG_INSULIN_SIGNALING_PATHWAY	137		Rejected!	
KEGG_GNRH_SIGNALING_PATHWAY	101		Rejected!	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	85		Rejected!	
KEGG_MELANOGENESIS	101		Rejected!	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67		Rejected!	
KEGG_TYPE_II_DIABETES_MELLITUS	47		Rejected!	
KEGG_TYPE_I_DIABETES_MELLITUS	43		Rejected!	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25		Rejected!	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	42		Rejected!	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	44		Rejected!	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	23		Rejected!	
KEGG_ALZHEIMERS_DISEASE	166	75		
KEGG_PARKINSONS_DISEASE	130	83		
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	53		Rejected!	
KEGG_HUNTINGTONS_DISEASE	182	76		
KEGG_PRION_DISEASES	35		Rejected!	
KEGG_VIBRIO_CHOLERAE_INFECTION	54		Rejected!	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	68		Rejected!	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	56		Rejected!	
KEGG_LEISHMANIA_INFECTION	72		Rejected!	
KEGG_PATHWAYS_IN_CANCER	325		Rejected!	
KEGG_COLORECTAL_CANCER	62		Rejected!	
KEGG_RENAL_CELL_CARCINOMA	70		Rejected!	
KEGG_PANCREATIC_CANCER	70		Rejected!	
KEGG_ENDOMETRIAL_CANCER	52		Rejected!	
KEGG_GLIOMA	65		Rejected!	
KEGG_PROSTATE_CANCER	89		Rejected!	
KEGG_THYROID_CANCER	29		Rejected!	
KEGG_BASAL_CELL_CARCINOMA	55		Rejected!	
KEGG_MELANOMA	71		Rejected!	
KEGG_BLADDER_CANCER	42		Rejected!	
KEGG_CHRONIC_MYELOID_LEUKEMIA	73		Rejected!	
KEGG_ACUTE_MYELOID_LEUKEMIA	57		Rejected!	
KEGG_SMALL_CELL_LUNG_CANCER	84		Rejected!	
KEGG_NON_SMALL_CELL_LUNG_CANCER	54		Rejected!	
KEGG_ASTHMA	30		Rejected!	
KEGG_AUTOIMMUNE_THYROID_DISEASE	52		Rejected!	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	139		Rejected!	
KEGG_ALLOGRAFT_REJECTION	37		Rejected!	
KEGG_GRAFT_VERSUS_HOST_DISEASE	41		Rejected!	
KEGG_PRIMARY_IMMUNODEFICIENCY	35		Rejected!	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	83		Rejected!	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	74		Rejected!	
KEGG_DILATED_CARDIOMYOPATHY	90		Rejected!	
KEGG_VIRAL_MYOCARDITIS	70		Rejected!	
PID_FANCONI_PATHWAY	47		Rejected!	
PID_SMAD2_3NUCLEAR_PATHWAY	82		Rejected!	
PID_FCER1_PATHWAY	60		Rejected!	
PID_ENDOTHELIN_PATHWAY	63		Rejected!	
PID_BCR_5PATHWAY	63		Rejected!	
PID_PRL_SIGNALING_EVENTS_PATHWAY	23		Rejected!	
PID_RHOA_PATHWAY	45		Rejected!	
PID_ERBB4_PATHWAY	38		Rejected!	
PID_AURORA_B_PATHWAY	39		Rejected!	
PID_LYSOPHOSPHOLIPID_PATHWAY	65		Rejected!	
PID_INSULIN_PATHWAY	44		Rejected!	
PID_NOTCH_PATHWAY	59		Rejected!	
PID_INTEGRIN1_PATHWAY	66		Rejected!	
PID_P73PATHWAY	79		Rejected!	
PID_P38_MKK3_6PATHWAY	26		Rejected!	
PID_GMCSF_PATHWAY	36		Rejected!	
PID_WNT_NONCANONICAL_PATHWAY	32		Rejected!	
PID_NFKAPPAB_ATYPICAL_PATHWAY	17		Rejected!	
PID_IL4_2PATHWAY	64		Rejected!	
PID_HDAC_CLASSII_PATHWAY	34		Rejected!	
PID_BETA_CATENIN_DEG_PATHWAY	18		Rejected!	
PID_HDAC_CLASSIII_PATHWAY	26		Rejected!	
PID_GLYPICAN_1PATHWAY	27		Rejected!	
PID_TCR_PATHWAY	63		Rejected!	
PID_IL27_PATHWAY	26		Rejected!	
PID_NFKAPPAB_CANONICAL_PATHWAY	23		Rejected!	
PID_E2F_PATHWAY	73		Rejected!	
PID_ER_NONGENOMIC_PATHWAY	40		Rejected!	
PID_DNA_PK_PATHWAY	16		Rejected!	
PID_HIF2PATHWAY	34		Rejected!	
PID_CD40_PATHWAY	31		Rejected!	
PID_ATR_PATHWAY	39		Rejected!	
PID_INTEGRIN_CS_PATHWAY	26		Rejected!	
PID_MET_PATHWAY	79		Rejected!	
PID_PTP1B_PATHWAY	51		Rejected!	
PID_INTEGRIN3_PATHWAY	43		Rejected!	
PID_IL12_2PATHWAY	62		Rejected!	
PID_S1P_S1P3_PATHWAY	29		Rejected!	
PID_LPA4_PATHWAY	15		Rejected!	
PID_AR_PATHWAY	61		Rejected!	
PID_NFAT_TFPATHWAY	45		Rejected!	
PID_EPHB_FWD_PATHWAY	40		Rejected!	
PID_AVB3_OPN_PATHWAY	31		Rejected!	
PID_S1P_S1P4_PATHWAY	14		Rejected!	
PID_FRA_PATHWAY	37		Rejected!	
PID_MYC_ACTIV_PATHWAY	79		Rejected!	
PID_ARF6_TRAFFICKING_PATHWAY	49		Rejected!	
PID_RHOA_REG_PATHWAY	46		Rejected!	
PID_REELIN_PATHWAY	28		Rejected!	
PID_PS1_PATHWAY	46		Rejected!	
PID_ILK_PATHWAY	45		Rejected!	
PID_NECTIN_PATHWAY	30		Rejected!	
PID_P38_ALPHA_BETA_PATHWAY	30		Rejected!	
PID_WNT_SIGNALING_PATHWAY	28		Rejected!	
PID_TRAIL_PATHWAY	28		Rejected!	
PID_CDC42_PATHWAY	70		Rejected!	
PID_RET_PATHWAY	39		Rejected!	
PID_CDC42_REG_PATHWAY	30		Rejected!	
PID_ATM_PATHWAY	34		Rejected!	
PID_ARF6_PATHWAY	35		Rejected!	
PID_LKB1_PATHWAY	47		Rejected!	
PID_CD8_TCR_PATHWAY	52		Rejected!	
PID_WNT_CANONICAL_PATHWAY	20		Rejected!	
PID_TCPTP_PATHWAY	42		Rejected!	
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	49		Rejected!	
PID_FAS_PATHWAY	38		Rejected!	
PID_CIRCADIAN_PATHWAY	16		Rejected!	
PID_TXA2PATHWAY	56		Rejected!	
PID_SHP2_PATHWAY	57		Rejected!	
PID_HDAC_CLASSI_PATHWAY	66		Rejected!	
PID_S1P_S1P1_PATHWAY	21		Rejected!	
PID_TELOMERASE_PATHWAY	67		Rejected!	
PID_HNF3B_PATHWAY	45		Rejected!	
PID_NETRIN_PATHWAY	32		Rejected!	
PID_IL1_PATHWAY	34		Rejected!	
PID_NFAT_3PATHWAY	53		Rejected!	
PID_REG_GR_PATHWAY	82		Rejected!	
PID_CONE_PATHWAY	23		Rejected!	
PID_INTEGRIN_A9B1_PATHWAY	25		Rejected!	
PID_ERB_GENOMIC_PATHWAY	15		Rejected!	
PID_ARF6_DOWNSTREAM_PATHWAY	15		Rejected!	
PID_MTOR_4PATHWAY	69		Rejected!	
PID_IL2_1PATHWAY	55		Rejected!	
PID_CXCR4_PATHWAY	100		Rejected!	
PID_IGF1_PATHWAY	29		Rejected!	
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	35		Rejected!	
PID_TNF_PATHWAY	46		Rejected!	
PID_PLK1_PATHWAY	46		Rejected!	
PID_TCR_RAS_PATHWAY	14		Rejected!	
PID_IL5_PATHWAY	14		Rejected!	
PID_FOXO_PATHWAY	49		Rejected!	
PID_VEGF_VEGFR_PATHWAY	10		Rejected!	
PID_THROMBIN_PAR4_PATHWAY	15		Rejected!	
PID_MYC_PATHWAY	25		Rejected!	
PID_RANBP2_PATHWAY	11		Rejected!	
PID_PI3KCI_PATHWAY	48		Rejected!	
PID_AJDISS_2PATHWAY	48		Rejected!	
PID_IL2_PI3K_PATHWAY	34		Rejected!	
PID_CERAMIDE_PATHWAY	44		Rejected!	
PID_P53_DOWNSTREAM_PATHWAY	137		Rejected!	
PID_AR_TF_PATHWAY	53		Rejected!	
PID_P75_NTR_PATHWAY	68		Rejected!	
PID_S1P_META_PATHWAY	21		Rejected!	
PID_ECADHERIN_NASCENT_AJ_PATHWAY	39		Rejected!	
PID_INTEGRIN4_PATHWAY	11		Rejected!	
PID_AMB2_NEUTROPHILS_PATHWAY	41		Rejected!	
PID_AVB3_INTEGRIN_PATHWAY	74		Rejected!	
PID_IFNG_PATHWAY	40		Rejected!	
PID_RXR_VDR_PATHWAY	26		Rejected!	
PID_LIS1_PATHWAY	28		Rejected!	
PID_ERBB1_DOWNSTREAM_PATHWAY	105		Rejected!	
PID_SYNDECAN_4_PATHWAY	32		Rejected!	
PID_ATF2_PATHWAY	59		Rejected!	
PID_AP1_PATHWAY	70		Rejected!	
PID_INTEGRIN2_PATHWAY	29		Rejected!	
PID_UPA_UPAR_PATHWAY	42		Rejected!	
PID_ERBB2_ERBB3_PATHWAY	44		Rejected!	
PID_FOXM1_PATHWAY	40		Rejected!	
PID_EPHA_FWDPATHWAY	34		Rejected!	
PID_HIF1A_PATHWAY	19		Rejected!	
PID_BMP_PATHWAY	42		Rejected!	
PID_IL3_PATHWAY	26		Rejected!	
PID_IL6_7_PATHWAY	47		Rejected!	
PID_ECADHERIN_KERATINOCYTE_PATHWAY	21		Rejected!	
PID_ALK1_PATHWAY	26		Rejected!	
PID_PDGFRB_PATHWAY	129		Rejected!	
PID_TRKR_PATHWAY	61		Rejected!	
PID_TCR_JNK_PATHWAY	14		Rejected!	
PID_NEPHRIN_NEPH1_PATHWAY	31		Rejected!	
PID_CMYB_PATHWAY	84		Rejected!	
PID_IL23_PATHWAY	37		Rejected!	
PID_HIV_NEF_PATHWAY	35		Rejected!	
PID_SYNDECAN_1_PATHWAY	46		Rejected!	
PID_P38_MK2_PATHWAY	21		Rejected!	
PID_ERA_GENOMIC_PATHWAY	63		Rejected!	
PID_ERBB_NETWORK_PATHWAY	15		Rejected!	
PID_ALK2_PATHWAY	11		Rejected!	
PID_RHODOPSIN_PATHWAY	23		Rejected!	
PID_PDGFRA_PATHWAY	22		Rejected!	
PID_RETINOIC_ACID_PATHWAY	30		Rejected!	
PID_P38_GAMMA_DELTA_PATHWAY	11		Rejected!	
PID_IL8_CXCR2_PATHWAY	34		Rejected!	
PID_HEDGEHOG_2PATHWAY	22		Rejected!	
PID_INTEGRIN5_PATHWAY	17		Rejected!	
PID_AR_NONGENOMIC_PATHWAY	31		Rejected!	
PID_ERBB1_INTERNALIZATION_PATHWAY	41		Rejected!	
PID_HEDGEHOG_GLI_PATHWAY	48		Rejected!	
PID_CASPASE_PATHWAY	51		Rejected!	
PID_CXCR3_PATHWAY	43		Rejected!	
PID_BETA_CATENIN_NUC_PATHWAY	80		Rejected!	
PID_VEGFR1_PATHWAY	26		Rejected!	
PID_SMAD2_3PATHWAY	16		Rejected!	
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	38		Rejected!	
PID_KIT_PATHWAY	52		Rejected!	
PID_ECADHERIN_STABILIZATION_PATHWAY	41		Rejected!	
PID_EPO_PATHWAY	33		Rejected!	
PID_IL2_STAT5_PATHWAY	30		Rejected!	
PID_TCR_CALCIUM_PATHWAY	28		Rejected!	
PID_DELTA_NP63_PATHWAY	47		Rejected!	
PID_VEGFR1_2_PATHWAY	69		Rejected!	
PID_THROMBIN_PAR1_PATHWAY	43		Rejected!	
PID_A6B1_A6B4_INTEGRIN_PATHWAY	46		Rejected!	
PID_SYNDECAN_2_PATHWAY	33		Rejected!	
PID_RAC1_REG_PATHWAY	38		Rejected!	
PID_AURORA_A_PATHWAY	31		Rejected!	
PID_ARF_3PATHWAY	19		Rejected!	
PID_INSULIN_GLUCOSE_PATHWAY	26		Rejected!	
PID_PI3KCI_AKT_PATHWAY	35		Rejected!	
PID_SYNDECAN_3_PATHWAY	17		Rejected!	
PID_IL8_CXCR1_PATHWAY	28		Rejected!	
PID_MYC_REPRESS_PATHWAY	63		Rejected!	
PID_HIF1_TFPATHWAY	66		Rejected!	
PID_TAP63_PATHWAY	54		Rejected!	
PID_EPHRINB_REV_PATHWAY	30		Rejected!	
PID_BARD1_PATHWAY	29		Rejected!	
PID_P53_REGULATION_PATHWAY	59		Rejected!	
PID_TOLL_ENDOGENOUS_PATHWAY	24		Rejected!	
PID_NCADHERIN_PATHWAY	33		Rejected!	
PID_ANTHRAX_PATHWAY	18		Rejected!	
PID_S1P_S1P2_PATHWAY	24		Rejected!	
PID_RAS_PATHWAY	30		Rejected!	
PID_MAPK_TRK_PATHWAY	34		Rejected!	
PID_PI3K_PLC_TRK_PATHWAY	36		Rejected!	
PID_CD8_TCR_DOWNSTREAM_PATHWAY	65		Rejected!	
PID_EPHA2_FWD_PATHWAY	19		Rejected!	
PID_LYMPH_ANGIOGENESIS_PATHWAY	25		Rejected!	
PID_ALPHA_SYNUCLEIN_PATHWAY	32		Rejected!	
PID_FGF_PATHWAY	55		Rejected!	
PID_INTEGRIN_A4B1_PATHWAY	33		Rejected!	
PID_RAC1_PATHWAY	54		Rejected!	
PID_RB_1PATHWAY	65		Rejected!	
PID_FAK_PATHWAY	59		Rejected!	
PID_HNF3A_PATHWAY	44		Rejected!	
PID_TGFBR_PATHWAY	54		Rejected!	
PID_HES_HEY_PATHWAY	48		Rejected!	
PID_IL12_STAT4_PATHWAY	32		Rejected!	
SA_B_CELL_RECEPTOR_COMPLEXES	24		Rejected!	
SIG_CD40PATHWAYMAP	34		Rejected!	
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	67		Rejected!	
SA_CASPASE_CASCADE	19		Rejected!	
SIG_CHEMOTAXIS	45		Rejected!	
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	27		Rejected!	
WNT_SIGNALING	89		Rejected!	
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	35		Rejected!	
SA_FAS_SIGNALING	9		Rejected!	
SA_G1_AND_S_PHASES	15		Rejected!	
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	51		Rejected!	
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	36		Rejected!	
SIG_BCR_SIGNALING_PATHWAY	46		Rejected!	
SA_G2_AND_M_PHASES	8		Rejected!	
SA_MMP_CYTOKINE_CONNECTION	15		Rejected!	
SA_PROGRAMMED_CELL_DEATH	12		Rejected!	
SA_PTEN_PATHWAY	17		Rejected!	
SA_REG_CASCADE_OF_CYCLIN_EXPR	13		Rejected!	
SA_TRKA_RECEPTOR	17		Rejected!	
NABA_COLLAGENS	44		Rejected!	
NABA_ECM_GLYCOPROTEINS	196		Rejected!	
NABA_ECM_REGULATORS	238		Rejected!	
NABA_ECM_AFFILIATED	170		Rejected!	
NABA_PROTEOGLYCANS	35		Rejected!	
NABA_SECRETED_FACTORS	343		Rejected!	
NABA_CORE_MATRISOME	275		Rejected!	
NABA_MATRISOME_ASSOCIATED	751	25		
NABA_BASEMENT_MEMBRANES	40		Rejected!	
NABA_MATRISOME	1026	27		
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	159	23		
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	155	22		
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	22		Rejected!	
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	242	16		
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	401	54		
JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP	176	23		
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	394	28		
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN	306	36		
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP	472	24		
JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN	372	19		
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_UP	143		Rejected!	
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN	210		Rejected!	
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP	128		Rejected!	
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	162		Rejected!	
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_UP	179	17		
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	227		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_UP	199		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_DN	93		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT	88		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT	31		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_INDEPENDENT	24		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_INDEPENDENT	17		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_UP_BLOCKED_BY_FZD8CRD	125		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_DN_BLOCKED_BY_FZD8CRD	71		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD	47		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD	22		Rejected!	
MEBARKI_HCC_PROGENITOR_FZD8CRD_UP	585		Rejected!	
MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	461	35		
REACTOME_INTERLEUKIN_6_SIGNALING	11		Rejected!	
REACTOME_HEMOSTASIS	678	47		
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	53		Rejected!	
REACTOME_MAPK3_ERK1_ACTIVATION	10		Rejected!	
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	39		Rejected!	
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	30		Rejected!	
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	19		Rejected!	
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	56		Rejected!	
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	9		Rejected!	
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	8		Rejected!	
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	25		Rejected!	
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA_	15		Rejected!	
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	5		Rejected!	
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS	9		Rejected!	
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	5		Rejected!	
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	6		Rejected!	
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	13		Rejected!	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	38		Rejected!	
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	8		Rejected!	
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	18		Rejected!	
REACTOME_OPIOID_SIGNALLING	90		Rejected!	
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	20		Rejected!	
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB	10		Rejected!	
REACTOME_CA_DEPENDENT_EVENTS	37		Rejected!	
REACTOME_G_PROTEIN_MEDIATED_EVENTS	54		Rejected!	
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	5		Rejected!	
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	11		Rejected!	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51		Rejected!	
REACTOME_NEUROTRANSMITTER_CLEARANCE	10		Rejected!	
